"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-05-27","7.61",,,"0.00",,"0.0","0.0","62","72","53",,"  210","  180",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-05-28","9.40",,,"0.00",,"0.0","0.0","62","67","57",,"  110","  150",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-05-29","8.28",,,"0.18",,"0.0","0.0","56","58","54",,"   70","   90",,"16.1","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-05-30","8.50",,,"0.00",,"0.0","0.0","56","60","53",,"  120","  120",,"15.0","29.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-05-31","5.59",,,"0.06",,"0.0","0.0","61","74","56",,"  340","  330",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-01","6.71",,,"0.00",,"0.0","0.0","66","78","57",,"  220","  220",,"18.1","23.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-02","8.05",,,"0.01",,"0.0","0.0","63","70","51",,"  190","  210",,"19.9","28.0",,,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-03","8.28",,,"0.00",,"0.0","0.0","62","73","48",,"  330","  320",,"23.0","31.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-04","5.59",,,"0.04",,"0.0","0.0","61","71","51",,"  230","  230",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-05","7.16",,,"0.14",,"0.0","0.0","61","67","56",,"   40","   30",,"17.0","21.9","    1","    1","    1",,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-06","10.51",,,"0.07",,"0.0","0.0","56","56","51",,"   30","   20",,"19.9","25.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-07","8.28",,,"0.00",,"0.0","0.0","57","67","50",,"   40","   30",,"17.0","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-08","5.37",,,"0.00",,"0.0","0.0","58","67","47",,"  130","  130",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-09","7.83",,,"0.00",,"0.0","0.0","64","82","51",,"  280","  280",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-10","9.62",,,"0.00",,"0.0","0.0","70","85","56",,"  220","  220",,"21.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-11","9.62",,,"0.00",,"0.0","0.0","74","87","64",,"  210","  220",,"19.9","29.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-12","7.38",,,"0.00",,"0.0","0.0","78","91","66",,"  230","  240",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-13","8.28",,,"0.00",,"0.0","0.0","80","93","69",,"  230","  230",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-14","6.71",,,"0.29",,"0.0","0.0","75","80","60",,"   50","  140",,"14.1","18.1","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-15","9.17",,,"0.00",,"0.0","0.0","65","72","57",,"  130","  130",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-16","6.71",,,"0.39",,"0.0","0.0","63","66","60",,"  110","  110",,"17.0","23.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-17","5.14",,,"0.16",,"0.0","0.0","67","73","65",,"  170","  170",,"12.1","14.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-18","11.86",,,"0.00",,"0.0","0.0","71","77","68",,"  200","  200",,"21.9","35.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-19","15.88",,,"0.36",,"0.0","0.0","73","78","69",,"  200","  190",,"23.9","40.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-20","11.41",,,"0.15",,"0.0","0.0","74","82","69",,"  220","  220",,"23.0","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-21","8.50",,,"0.04",,"0.0","0.0","74","84","65",,"  280","  280",,"18.1","23.9",,,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-22","6.71",,,"0.00",,"0.0","0.0","72","80","62",,"  210","  210",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-23","11.41",,,"0.00",,"0.0","0.0","75","81","71",,"  210","  220",,"21.9","30.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-24","9.84",,,"1.87",,"0.0","0.0","77","86","69",,"  300","  290",,"25.1","30.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-25","6.71",,,"0.00",,"0.0","0.0","74","82","64",,"  200","  210",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-26","8.72",,,"0.00",,"0.0","0.0","71","78","59",,"  360","  360",,"19.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-27","5.82",,,"0.05",,"0.0","0.0","69","76","60",,"  210","  230",,"16.1","21.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-28","9.62",,,"0.00",,"0.0","0.0","68","80","58",,"  210","  280",,"19.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-29","13.20",,,"0.00",,"0.0","0.0","70","78","62",,"  190","  200",,"23.9","32.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-06-30","14.76",,,"0.00",,"0.0","0.0","74","81","68",,"  200","  210",,"23.9","34.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-01","12.08",,,"0.00",,"0.0","0.0","73","77","69",,"  210","  210",,"21.0","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-02","7.83",,,"0.00",,"0.0","0.0","78","89","69",,"  200","  270",,"18.1","25.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-03","6.49",,,"0.00",,"0.0","0.0","78","90","66",,"  240","  250",,"21.9","27.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-04","4.92",,,"0.00",,"0.0","0.0","76","86","66",,"  330","  320",,"15.0","18.1",,,,,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-05","8.50",,,"0.00",,"0.0","0.0","74","83","64",,"  140","  140",,"16.1","19.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-06","7.38",,,"0.00",,"0.0","0.0","71","78","65",,"  130","  130",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-07","8.05",,,"0.80",,"0.0","0.0","72","76","69",,"   20","   10",,"21.9","33.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-08","8.50",,,"0.00",,"0.0","0.0","76","85","68",,"  340","  340",,"21.9","28.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-09","9.40",,,"0.00",,"0.0","0.0","75","82","67",,"  220","  230",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-10","9.17",,,"0.00",,"0.0","0.0","74","83","63",,"  200","  180",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-11","9.40",,,"0.01",,"0.0","0.0","78","87","74",,"  240","  220",,"19.9","25.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-12","9.17",,,"0.14",,"0.0","0.0","80","90","74",,"  220","  220",,"21.9","28.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-13","8.50",,,"0.10",,"0.0","0.0","81","92","66",,"  340","  330",,"28.0","40.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-14","8.05",,,"0.17",,"0.0","0.0","66","69","63",,"  100","   50",,"15.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-15","5.37",,,"0.00",,"0.0","0.0","71","85","67",,"  190","  170",,"13.0","16.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-16","6.49",,,"0.00",,"0.0","0.0","75","85","65",,"  200","  200",,"15.0","19.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-17","6.93",,,"0.00",,"0.0","0.0","77","82","70",,"  180","  160",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-18","8.28",,,"0.00",,"0.0","0.0","78","84","74",,"  190","  220",,"15.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-19","8.72",,,"0.00",,"0.0","0.0","80","89","74",,"  230","  240",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-20","6.26",,,"0.00",,"0.0","0.0","82","92","72",,"  200","  190",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-21","8.05",,,"0.00",,"0.0","0.0","83","93","73",,"  310","  320",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-22","5.82",,,"0.05",,"0.0","0.0","81","90","75",,"  100","  140",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-23","6.93",,,"0.20",,"0.0","0.0","75","81","70",,"  100","   90",,"15.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-24","12.75",,,"0.59",,"0.0","0.0","68","72","62",,"   40","   40",,"23.0","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-25","6.71",,,"0.00",,"0.0","0.0","65","71","62",,"   20","  360",,"12.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-26","6.26",,,"0.00",,"0.0","0.0","68","77","59",,"  150","  150",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-27","7.38",,,"0.00",,"0.0","0.0","69","79","60",,"  210","  220",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-28","4.47",,,"0.00",,"0.0","0.0","75","82","68",,"   90","   90",,"13.0","16.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-29","15.21",,,"0.05",,"0.0","0.0","71","74","64",,"   30","   30",,"29.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-30","8.28",,,"0.00",,"0.0","0.0","71","82","60",,"   40","   30",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-07-31","5.82",,,"0.00",,"0.0","0.0","73","86","60",,"  160","  160",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-01","5.59",,,"0.00",,"0.0","0.0","77","88","67",,"  220","  210",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-02","8.05",,,"0.00",,"0.0","0.0","76","84","71",,"  360","  190",,"17.0","23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-03","6.49",,,"0.00",,"0.0","0.0","76","84","70",,"  170","  170",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-04","11.41",,,"0.00",,"0.0","0.0","77","83","73",,"  160","  180",,"17.0","21.9",,,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-05","10.74",,,"0.14",,"0.0","0.0","76","82","65",,"  160","  160",,"19.9","25.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-06","8.50",,,"0.00",,"0.0","0.0","70","79","60",,"  290","  330",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-07","5.37",,,"0.28",,"0.0","0.0","68","73","61",,"  150","  160",,"15.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-08","6.93",,,"0.00",,"0.0","0.0","70","80","63",,"  310","  320",,"16.1","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-09","4.70",,,"0.00",,"0.0","0.0","71","83","61",,"  190","  190",,"14.1","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-10","4.70",,,"0.00",,"0.0","0.0","73","83","63",,"  160","  170",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-11","6.04",,,"0.00",,"0.0","0.0","72","80","63",,"  160","  160",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-12","6.26",,,"0.11",,"0.0","0.0","71","78","63",,"  190","  190",,"15.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-13","6.71",,,"0.02",,"0.0","0.0","77","86","68",,"  340","  310",,"16.1","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-14","4.25",,,"0.00",,"0.0","0.0","73","82","63",,"  200","  190",,"8.9","13.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-15","4.92",,,"0.30",,"0.0","0.0","72","76","68",,"  150","  130",,"12.1","15.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-16","6.71",,,"0.00",,"0.0","0.0","75","87","65",,"  340","  360",,"16.1","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-17","7.16",,,"0.00",,"0.0","0.0","73","80","66",,"  140","  130",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-18","11.18",,,"1.91",,"0.0","0.0","76","81","74",,"  200","  230",,"21.0","25.9","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-19","6.49",,,"0.00",,"0.0","0.0","79","87","72",,"  220","  180",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-20","7.61",,,"0.00",,"0.0","0.0","76","83","66",,"  300","  310",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-21","7.61",,,"0.00",,"0.0","0.0","75","87","64",,"  220","  210",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-22","13.20",,,"0.11",,"0.0","0.0","78","85","75",,"  210","  210",,"23.0","33.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-23","7.38",,,"0.19",,"0.0","0.0","77","83","64",,"  310","  310",,"15.0","19.9","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-24","5.14",,,"0.00",,"0.0","0.0","71","81","60",,"  340","  340",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-25","6.26",,,"0.00",,"0.0","0.0","70","79","62",,"  350","  350",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-26","4.70",,,"0.00",,"0.0","0.0","68","78","58",,"  360","  350",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-27","6.26",,,"0.00",,"0.0","0.0","66","77","56",,"  130","   90",,"13.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-28","8.05",,,"0.00",,"0.0","0.0","66","76","57",,"  100","  100",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-29","10.51",,,"0.60",,"0.0","0.0","64","69","61",,"   60","   70",,"17.0","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-30","10.29",,,"0.07",,"0.0","0.0","66","77","60",,"   60","   40",,"21.9","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-08-31","9.62",,,"0.00",,"0.0","0.0","71","83","61",,"  310","  320",,"21.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-01","10.07",,,"0.00",,"0.0","0.0","63","71","53",,"  340","  340",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-02","6.26",,,"0.52",,"0.0","0.0","59","66","49",,"  100","  100",,"15.0","19.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-03","11.41",,,"0.37",,"0.0","0.0","63","75","58",,"  290","  290",,"21.0","27.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-04","11.63",,,"0.00",,"0.0","0.0","67","78","56",,"  200","  200",,"19.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-05","13.65",,,"0.00",,"0.0","0.0","74","80","69",,"  200","  200",,"23.9","31.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-06","7.38",,,"1.69",,"0.0","0.0","70","75","61",,"   10","  210",,"14.1","18.1","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-07","8.95",,,"0.00",,"0.0","0.0","65","75","58",,"  220","  200",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-08","7.38",,,"0.00",,"0.0","0.0","64","75","53",,"  290","  280",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-09","9.40",,,"0.00",,"0.0","0.0","62","70","54",,"  330","  360",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-10","9.17",,,"0.00",,"0.0","0.0","64","74","55",,"   10","  350",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-11","6.71",,,"0.00",,"0.0","0.0","64","77","53",,"  350","  360",,"14.1","18.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-12","4.70",,,"0.00",,"0.0","0.0","67","80","56",,"  240","  210",,"13.0","15.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-13","6.26",,,"0.00",,"0.0","0.0","69","81","57",,"  200","  220",,"16.1","19.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-14","8.05",,,"0.00",,"0.0","0.0","72","80","68",,"  170","  220",,"15.0","19.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-15","4.92",,,"0.00",,"0.0","0.0","74","81","65",,"  190","  180",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-16","4.25",,,"0.00",,"0.0","0.0","73","80","67",,"  140","  140",,"10.1","14.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-17","4.25",,,"0.00",,"0.0","0.0","70","80","66",,"  140","  150",,"12.1","15.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-18","8.28",,,"0.00",,"0.0","0.0","69","73","66",,"   50","   30",,"16.1","19.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-19","18.12",,,"0.71",,"0.0","0.0","70","72","68",,"   30","   20",,"25.9","36.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-20","17.22",,,"0.00",,"0.0","0.0","73","78","68",,"   20","   20",,"28.0","36.9","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-21","12.30",,,"0.00",,"0.0","0.0","73","76","69",,"  360","  360",,"21.0","29.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-22","17.22",,,"0.00",,"0.0","0.0","72","81","66",,"  350","  360",,"25.1","34.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-23","9.40",,,"0.00",,"0.0","0.0","75","85","65",,"  350","  340",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-24","4.03",,,"0.00",,"0.0","0.0","73","89","62",,"  150","  340",,"13.0","16.1","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-25","4.03",,,"0.00",,"0.0","0.0","73","85","64",,"  140","  130",,"10.1","13.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-26","4.70",,,"0.00",,"0.0","0.0","71","81","65",,"  160","  140",,"12.1","14.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-27","5.82",,,"0.00",,"0.0","0.0","74","86","68",,"  110","  110",,"13.0","19.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-28","17.22",,,"0.00",,"0.0","0.0","73","77","60",,"  330","  350",,"28.0","38.0","    1",,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-29","6.04",,,"0.00",,"0.0","0.0","61","69","50",,"  340","  340",,"18.1","27.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-09-30","9.62",,,"0.70",,"0.0","0.0","58","66","52",,"   40","   40",,"28.0","35.1","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-10-01","5.82",,,"0.00",,"0.0","0.0","57","67","48",,"   50","  360",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-10-02","4.25",,,"0.00",,"0.0","0.0","58","72","47",,"   20","   10",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-10-03","4.47",,,"0.00",,"0.0","0.0","58","68","49",,"  150","  160",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","2017-10-04","10.07",,,"0.00",,"0.0","0.0","59","71","50",,"  220","  220",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,
